TOKEN	DiagnosticDevice	DischargeRegime	ElectrodeConfiguration	ElectrodeMaterial	Experiment	Modelling	PhysicalEffect	PhysicalQuantity	PlasmaApplication	PlasmaMedium	PlasmaProperties	PlasmaSource	PlasmaTarget	Unit	PowerSupply	Species
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
ozone	O	O	O	O	O	O	O	O	O	O	O	O	B-PlasmaTarget	O	O	B-Species
at	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
exit.	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O

As	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
Schultz	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
Wulf	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
(106)	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
demonstrated	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
1940	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
an	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
air-fed	O	O	O	O	O	O	O	O	O	B-PlasmaMedium	O	B-PlasmaSource	O	O	B-PowerSupply	O
ozonizer	B-DiagnosticDevice	O	O	O	O	O	O	O	B-PlasmaApplication	O	O	B-PlasmaSource	O	O	O	O
operated	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
at	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
high	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
temperature	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
800°C	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
produces	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
mainly	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
nitrogen	O	O	O	B-ElectrodeMaterial	O	O	O	O	O	O	O	O	B-PlasmaTarget	O	O	B-Species
oxides.	O	O	O	I-ElectrodeMaterial	O	O	O	O	O	O	O	O	O	O	O	I-Species

Technical	O	O	O	O	B-Experiment	B-Modelling	O	O	O	O	O	O	O	O	O	O
Aspects	O	O	O	O	I-Experiment	I-Modelling	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	I-Modelling	O	O	O	O	O	O	O	O	O	O
Industrial	O	O	O	O	B-Experiment	I-Modelling	B-PhysicalEffect	O	B-PlasmaApplication	O	O	O	O	O	O	O
Ozone	O	O	O	B-ElectrodeMaterial	O	I-Modelling	I-PhysicalEffect	O	I-PlasmaApplication	O	O	O	O	O	O	B-Species
Generation	O	O	O	O	O	I-Modelling	I-PhysicalEffect	O	I-PlasmaApplication	O	O	O	O	O	O	O
The	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
first	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
major	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
ozone	O	O	O	O	O	O	O	O	B-PlasmaApplication	O	O	O	O	O	O	B-Species
installations	O	O	O	O	O	O	O	O	I-PlasmaApplication	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
drinking	O	O	O	O	O	O	O	O	B-PlasmaApplication	B-PlasmaMedium	O	O	B-PlasmaTarget	O	B-PowerSupply	O
water	O	O	O	B-ElectrodeMaterial	I-Experiment	O	O	O	I-PlasmaApplication	I-PlasmaMedium	O	O	I-PlasmaTarget	O	I-PowerSupply	O
plants	O	O	I-ElectrodeConfiguration	O	O	O	O	O	I-PlasmaApplication	O	O	O	O	O	I-PowerSupply	O
using	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
ozone	O	O	O	O	O	O	O	O	B-PlasmaApplication	O	O	O	O	O	O	B-Species
for	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
disinfection	O	O	O	O	O	O	O	O	B-PlasmaApplication	O	O	O	O	O	O	O
were	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
built	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
around	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
beginning	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
last	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
century	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
Paris	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
(1897)	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
Nice	B-DiagnosticDevice	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
(1904),	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
France,	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
St.	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O

Petersburg,	O	O	O	O	O	O	O	O	O	B-PlasmaMedium	O	O	O	O	O	O
Russia	O	O	O	O	O	I-Modelling	O	O	O	B-PlasmaMedium	O	O	O	O	O	O
(1910).	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O

Dielectric	O	O	O	O	O	O	O	O	O	O	O	B-PlasmaSource	O	O	O	O
plates	O	O	I-ElectrodeConfiguration	O	O	O	O	O	O	O	O	I-PlasmaSource	O	O	O	O
or	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
tubular	O	O	I-ElectrodeConfiguration	O	B-Experiment	O	O	O	O	O	O	O	O	O	O	O
dielectrics	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
form	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
glass	B-DiagnosticDevice	O	B-ElectrodeConfiguration	B-ElectrodeMaterial	B-Experiment	O	O	O	B-PlasmaApplication	O	O	B-PlasmaSource	B-PlasmaTarget	O	O	O
tubes	I-DiagnosticDevice	O	I-ElectrodeConfiguration	O	I-Experiment	O	O	O	I-PlasmaApplication	O	O	I-PlasmaSource	O	O	O	O
were	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
used.	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O

More	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
recently,	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
industrial	O	O	O	O	O	O	O	O	B-PlasmaApplication	O	O	O	O	O	O	O
ozone	O	O	O	O	O	O	O	O	I-PlasmaApplication	O	O	O	O	O	O	B-Species
generation	O	O	O	O	O	O	O	O	I-PlasmaApplication	O	O	O	O	O	O	O
has	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
profited	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
substantially	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
from	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
better	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
understanding	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
ozone	O	O	O	O	O	O	O	O	B-PlasmaApplication	O	O	O	B-PlasmaTarget	O	O	B-Species
formation	O	O	O	O	O	O	I-PhysicalEffect	O	I-PlasmaApplication	O	O	O	O	O	O	O
process	O	O	O	O	O	O	I-PhysicalEffect	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
dielectric-barrier	O	O	B-ElectrodeConfiguration	B-ElectrodeMaterial	O	O	O	O	O	O	O	B-PlasmaSource	O	O	O	O
discharges	O	O	O	O	O	O	O	O	O	O	O	I-PlasmaSource	O	O	O	O
including	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
ways	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
tailoring	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
microdischarge	O	B-DischargeRegime	O	O	O	O	O	O	O	O	O	O	O	O	O	O
properties.	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O

(107,108)	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
Also,	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
replacement	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
line	O	O	O	O	B-Experiment	O	O	O	O	O	O	O	O	O	B-PowerSupply	O
frequency	O	O	O	O	I-Experiment	O	O	B-PhysicalQuantity	O	O	O	O	O	O	I-PowerSupply	O
and	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
low	O	O	O	O	O	O	O	O	O	O	O	B-PlasmaSource	O	O	B-PowerSupply	O
frequency	O	O	O	O	O	O	O	O	O	O	O	I-PlasmaSource	O	O	I-PowerSupply	O
motor-generator	B-DiagnosticDevice	O	I-ElectrodeConfiguration	B-ElectrodeMaterial	O	O	O	O	O	O	O	O	O	O	O	O
sets	I-DiagnosticDevice	O	O	O	I-Experiment	O	O	O	O	O	O	O	O	O	O	O
by	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
static	O	O	O	O	O	O	O	O	O	O	O	O	O	O	B-PowerSupply	O
frequency	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	I-PowerSupply	O
converters	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
using	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
modern	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
power	O	O	O	O	B-Experiment	B-Modelling	O	O	O	O	O	O	O	O	B-PowerSupply	O
electronics	I-DiagnosticDevice	O	O	O	I-Experiment	I-Modelling	O	O	O	O	O	O	O	O	I-PowerSupply	O
led	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
important	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
innovations	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
power	B-DiagnosticDevice	O	O	O	O	B-Modelling	O	O	O	O	O	O	O	O	B-PowerSupply	O
supply	I-DiagnosticDevice	O	I-ElectrodeConfiguration	O	I-Experiment	I-Modelling	O	O	O	O	O	O	O	O	I-PowerSupply	O
units	I-DiagnosticDevice	O	O	O	O	I-Modelling	O	O	O	O	O	O	O	O	I-PowerSupply	O
and	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
process	O	O	O	O	O	O	O	O	B-PlasmaApplication	B-PlasmaMedium	O	O	O	O	O	O
control.	O	O	O	O	O	O	O	O	I-PlasmaApplication	O	O	O	O	O	O	O

The	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
use	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
higher	O	O	O	O	O	O	O	O	O	O	O	B-PlasmaSource	O	O	O	O
frequencies	O	O	O	O	O	O	O	O	O	O	O	I-PlasmaSource	O	O	B-PowerSupply	O
brought	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
advantage	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
lower	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
operating	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
voltages	O	O	O	O	I-Experiment	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
given	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
input	O	O	O	O	O	B-Modelling	O	O	O	O	O	O	O	O	B-PowerSupply	O
power.	O	O	O	O	O	I-Modelling	O	B-PhysicalQuantity	O	B-PlasmaMedium	O	O	O	O	I-PowerSupply	O

This	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
resulted	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
reduced	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
strain	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O
on	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
dielectrics.	O	O	O	B-ElectrodeMaterial	O	O	O	O	O	O	O	O	B-PlasmaTarget	O	O	O

In	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
addition	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
power	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	B-PowerSupply	O
densities	O	O	I-ElectrodeConfiguration	O	O	O	O	I-PhysicalQuantity	O	O	O	O	O	O	O	O
were	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
increased	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
substantially.	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O

As	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
result,	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
higher	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
ozone	O	O	O	O	O	O	O	B-PhysicalQuantity	B-PlasmaApplication	O	O	O	O	O	O	B-Species
production	O	O	O	O	O	O	O	I-PhysicalQuantity	I-PlasmaApplication	O	O	O	O	O	O	O
rates	O	O	O	O	O	O	O	I-PhysicalQuantity	O	O	O	O	O	O	I-PowerSupply	O
and	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
much	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
higher	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
ozone	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	B-Species
concentrations	O	O	O	O	O	O	O	I-PhysicalQuantity	O	O	O	O	O	O	O	O
are	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
reliably	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
attained	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
much	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
more	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
compact	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
ozone	O	O	O	O	O	O	O	O	B-PlasmaApplication	O	O	O	O	O	O	B-Species
generators.	B-DiagnosticDevice	O	O	O	O	I-Modelling	O	O	I-PlasmaApplication	O	O	O	O	O	I-PowerSupply	O

(85,107,108)	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
In	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
this	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
context	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
it	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
may	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
be	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
interest	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
point	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
out,	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
already	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
1921	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
Starke	B-DiagnosticDevice	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
(109)	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
had	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
demonstrated	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
energy	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O
efficiency	O	O	O	O	O	O	O	I-PhysicalQuantity	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
ozone	O	O	O	O	O	O	O	O	B-PlasmaApplication	O	O	O	O	O	O	B-Species
formation	O	O	O	O	O	O	O	O	I-PlasmaApplication	O	O	O	O	O	O	O
process	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
does	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
not	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
depend	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
on	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
applied	O	O	O	O	O	O	O	O	O	O	O	O	O	O	B-PowerSupply	O
frequency	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	B-PowerSupply	O
between	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
50	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
Hz	O	O	O	O	O	O	O	O	O	O	O	O	O	B-Unit	O	O
and	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
10	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
kHz.	O	O	O	O	O	O	O	O	O	O	O	O	O	B-Unit	O	O

Most	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
technical	O	O	O	O	O	B-Modelling	O	O	O	O	O	O	O	O	O	O
ozone	O	O	O	B-ElectrodeMaterial	O	I-Modelling	O	O	B-PlasmaApplication	O	O	O	O	O	O	B-Species
generators	B-DiagnosticDevice	O	O	O	I-Experiment	I-Modelling	O	O	I-PlasmaApplication	O	O	O	O	O	I-PowerSupply	O
use	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
cylindrical	O	B-DischargeRegime	B-ElectrodeConfiguration	O	O	O	O	O	O	O	B-PlasmaProperties	B-PlasmaSource	O	O	O	O
discharge	O	O	I-ElectrodeConfiguration	O	O	O	B-PhysicalEffect	O	O	O	O	I-PlasmaSource	O	O	O	O
tubes	O	I-DischargeRegime	I-ElectrodeConfiguration	O	O	O	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
about	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
20-50	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
mm	O	O	O	O	O	O	O	O	O	O	O	O	O	B-Unit	O	O
diameter	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
1-3	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
m	O	O	O	O	O	O	O	O	O	O	O	O	O	B-Unit	O	O
length.	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O

The	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
favorite	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
dielectric	O	O	O	B-ElectrodeMaterial	O	O	O	O	O	O	O	O	O	O	O	O
material	O	O	O	I-ElectrodeMaterial	O	O	O	O	O	O	O	O	O	O	O	O
has	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
long	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
time	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O
been	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
borosilicate	O	O	O	B-ElectrodeMaterial	O	O	O	O	B-PlasmaApplication	O	O	O	O	O	O	O
glass.	B-DiagnosticDevice	O	O	I-ElectrodeMaterial	O	O	O	O	I-PlasmaApplication	O	O	B-PlasmaSource	I-PlasmaTarget	O	O	O

In	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
many	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
technical	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
ozone	O	O	O	O	O	I-Modelling	O	O	B-PlasmaApplication	O	O	O	O	O	O	B-Species
generators	B-DiagnosticDevice	O	O	O	O	I-Modelling	O	O	I-PlasmaApplication	O	O	O	O	O	O	O
Pyrex	O	O	O	B-ElectrodeMaterial	O	O	O	O	O	O	O	O	O	O	O	O
(Duran)	O	O	O	O	I-Experiment	I-Modelling	O	O	O	O	O	O	O	O	O	O
glass	O	O	O	B-ElectrodeMaterial	I-Experiment	O	O	O	O	O	O	O	O	O	O	O
tubes,	O	O	I-ElectrodeConfiguration	O	I-Experiment	O	O	O	O	O	O	O	O	O	O	O
closed	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
at	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
one	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
side,	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
are	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
mounted	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
inside	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
slightly	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
wider	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
stainless	O	O	B-ElectrodeConfiguration	B-ElectrodeMaterial	O	O	O	O	O	O	O	O	O	O	O	O
steel	O	O	I-ElectrodeConfiguration	I-ElectrodeMaterial	O	O	O	O	O	O	O	O	O	O	O	O
tubes	O	O	I-ElectrodeConfiguration	O	O	O	O	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
form	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
annular	O	O	B-ElectrodeConfiguration	O	O	O	O	O	O	O	O	O	O	O	O	O
discharge	O	O	I-ElectrodeConfiguration	O	O	O	B-PhysicalEffect	O	O	O	O	O	O	O	O	O
gaps	O	O	I-ElectrodeConfiguration	O	O	O	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
about	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
0.5-1	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
mm	O	O	O	O	O	O	O	O	O	O	O	O	O	B-Unit	O	O
radial	O	O	O	O	O	O	O	O	O	O	O	O	O	O	B-PowerSupply	O
width	O	O	O	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	I-PowerSupply	O
(see	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
Fig.	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O

8).	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O

Geometrical	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
tolerances	O	O	O	O	I-Experiment	O	O	O	O	O	O	O	O	O	I-PowerSupply	O
of	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
steel	O	O	O	B-ElectrodeMaterial	O	O	O	O	O	O	O	O	B-PlasmaTarget	O	O	O
and	O	O	I-ElectrodeConfiguration	O	O	O	O	O	O	O	O	O	O	O	O	O
glass	O	O	I-ElectrodeConfiguration	B-ElectrodeMaterial	O	O	O	O	O	O	O	O	B-PlasmaTarget	O	O	O
tubes	O	O	I-ElectrodeConfiguration	O	O	O	O	O	O	O	O	O	O	O	O	O
as	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
well	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
as	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
mounting	O	O	O	O	B-Experiment	B-Modelling	O	O	O	O	O	O	O	O	O	O
procedures	O	O	O	O	I-Experiment	I-Modelling	O	O	O	O	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
glass	O	O	B-ElectrodeConfiguration	B-ElectrodeMaterial	O	O	O	O	O	O	O	O	B-PlasmaTarget	O	O	O
tubes	O	O	I-ElectrodeConfiguration	O	O	O	O	O	O	O	O	O	I-PlasmaTarget	O	O	O
have	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
been	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
important	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
issues	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
technical	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
ozone	O	O	O	O	O	B-Modelling	O	O	B-PlasmaApplication	O	O	O	O	O	O	B-Species
generators.	B-DiagnosticDevice	O	O	O	O	I-Modelling	O	O	I-PlasmaApplication	O	O	O	O	O	I-PowerSupply	O

Local	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
deviations	O	O	O	O	O	I-Modelling	O	O	O	O	O	O	O	O	O	O
from	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
design	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
gap	O	O	I-ElectrodeConfiguration	O	O	O	O	B-PhysicalQuantity	O	O	O	O	O	O	O	O
width	O	O	I-ElectrodeConfiguration	O	O	O	O	O	O	O	O	O	O	O	O	O
have	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
an	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
important	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
influence	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
