mention_id,sentence_id,paper_id,paper_title,doi,text,ner_label,schema_type,token_start,token_end
paper_009:s0057:m006,paper_009:s0057,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O,PlasmaMedium,Medium,22,22
paper_009:s0057:m007,paper_009:s0057,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,electrical characteristics,PlasmaProperties,Property,4,5
paper_009:s0057:m008,paper_009:s0057,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,DBDs,PlasmaSource,Plasma Source,8,8
paper_009:s0057:m009,paper_009:s0057,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,bar,Unit,Unit,18,18
paper_009:s0057:m010,paper_009:s0057,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,rising and falling slopes,PowerSupply,,10,13
paper_009:s0057:m011,paper_009:s0057,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,Species,,22,23
paper_009:s0058:m001,paper_009:s0058,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,current,Experiment,Scientific Experiment,2,2
paper_009:s0058:m002,paper_009:s0058,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,displacement current,PhysicalQuantity,Quantity,1,2
paper_009:s0058:m003,paper_009:s0058,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,displacement current,PlasmaSource,Plasma Source,1,2
paper_009:s0059:m001,paper_009:s0059,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,voltage pulse.,Modelling,Scientific Study,52,53
paper_009:s0059:m002,paper_009:s0059,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,breakdown,PhysicalEffect,Physical Effect,36,36
paper_009:s0059:m003,paper_009:s0059,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,breakdown,PhysicalEffect,Physical Effect,42,42
paper_009:s0059:m004,paper_009:s0059,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,discharge current,PhysicalQuantity,Quantity,1,2
paper_009:s0059:m005,paper_009:s0059,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2 concentration,PhysicalQuantity,Quantity,29,31
paper_009:s0059:m006,paper_009:s0059,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,"breakdown delay,",PhysicalQuantity,Quantity,36,37
paper_009:s0059:m007,paper_009:s0059,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,breakdown voltage,PhysicalQuantity,Quantity,42,43
paper_009:s0059:m008,paper_009:s0059,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,0.1 to 10 vol%,PlasmaMedium,Medium,10,14
paper_009:s0059:m009,paper_009:s0059,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,2,PlasmaMedium,Medium,16,16
paper_009:s0059:m010,paper_009:s0059,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,DBD,PlasmaSource,Plasma Source,4,4
paper_009:s0059:m011,paper_009:s0059,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,vol%,Unit,Unit,13,14
paper_009:s0059:m012,paper_009:s0059,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,voltage pulse.,PowerSupply,,52,53
paper_009:s0059:m013,paper_009:s0059,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,Species,,15,16
paper_009:s0059:m014,paper_009:s0059,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,Species,,29,30
paper_009:s0060:m001,paper_009:s0060,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,ElectrodeMaterial,,13,14
paper_009:s0060:m002,paper_009:s0060,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,breakdown,PhysicalEffect,Physical Effect,4,4
paper_009:s0060:m003,paper_009:s0060,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,"breakdown voltage,",PhysicalQuantity,Quantity,4,5
paper_009:s0060:m004,paper_009:s0060,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,discharge current amplitudes,PhysicalQuantity,Quantity,7,9
paper_009:s0060:m005,paper_009:s0060,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2 concentration.,PhysicalQuantity,Quantity,13,15
paper_009:s0060:m006,paper_009:s0060,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O,PlasmaMedium,Medium,13,13
paper_009:s0060:m007,paper_009:s0060,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,discharge current,PlasmaSource,Plasma Source,7,8
paper_009:s0060:m008,paper_009:s0060,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,Species,,13,14
paper_009:s0061:m001,paper_009:s0061,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,ElectrodeMaterial,,6,7
paper_009:s0061:m002,paper_009:s0061,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,discharge current,PhysicalQuantity,Quantity,1,2
paper_009:s0061:m003,paper_009:s0061,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2 concentration,PhysicalQuantity,Quantity,6,8
paper_009:s0061:m004,paper_009:s0061,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,0.1 vol% O 2,PlasmaMedium,Medium,28,32
paper_009:s0061:m005,paper_009:s0061,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,DBD,PlasmaSource,Plasma Source,26,26
paper_009:s0061:m006,paper_009:s0061,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,"vol%),",Unit,Unit,11,12
paper_009:s0061:m007,paper_009:s0061,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,vol%,Unit,Unit,29,30
paper_009:s0061:m008,paper_009:s0061,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,Species,,6,7
paper_009:s0061:m009,paper_009:s0061,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,Species,,31,32
paper_009:s0062:m001,paper_009:s0062,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,breakdowns,PhysicalEffect,Physical Effect,14,14
paper_009:s0062:m002,paper_009:s0062,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,delay,PhysicalQuantity,Quantity,1,1
paper_009:s0062:m003,paper_009:s0062,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,1 vol% O 2,PlasmaMedium,Medium,20,24
paper_009:s0062:m004,paper_009:s0062,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,PlasmaMedium,Medium,37,38
paper_009:s0062:m005,paper_009:s0062,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,vol%,Unit,Unit,17,18
paper_009:s0062:m006,paper_009:s0062,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,vol%,Unit,Unit,21,22
paper_009:s0062:m007,paper_009:s0062,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,vol%,Unit,Unit,31,32
paper_009:s0062:m008,paper_009:s0062,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,vol,Unit,Unit,35,35
paper_009:s0062:m009,paper_009:s0062,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,falling slope,PowerSupply,,8,9
paper_009:s0062:m010,paper_009:s0062,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,Species,,23,24
paper_009:s0062:m011,paper_009:s0062,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,Species,,37,38
paper_009:s0063:m001,paper_009:s0063,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,ElectrodeMaterial,,16,17
paper_009:s0063:m002,paper_009:s0063,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,breakdown,PhysicalEffect,Physical Effect,11,11
paper_009:s0063:m003,paper_009:s0063,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,discharge current,PhysicalQuantity,Quantity,6,7
paper_009:s0063:m004,paper_009:s0063,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,0.1 vol% O 2,PlasmaMedium,Medium,13,17
paper_009:s0063:m005,paper_009:s0063,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,discharge current,PlasmaSource,Plasma Source,6,7
paper_009:s0063:m006,paper_009:s0063,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,vol%,Unit,Unit,14,15
paper_009:s0063:m007,paper_009:s0063,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,Species,,16,17
paper_009:s0064:m001,paper_009:s0064,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,2,ElectrodeMaterial,,18,18
paper_009:s0064:m002,paper_009:s0064,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,ignition delays,PhysicalEffect,Physical Effect,6,7
paper_009:s0064:m003,paper_009:s0064,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2 concentration,PhysicalQuantity,Quantity,17,19
paper_009:s0064:m004,paper_009:s0064,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,"discharge current rise,",PhysicalQuantity,Quantity,24,26
paper_009:s0064:m005,paper_009:s0064,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,time,PhysicalQuantity,Quantity,29,29
paper_009:s0064:m006,paper_009:s0064,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,PlasmaMedium,Medium,17,18
paper_009:s0064:m007,paper_009:s0064,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,DBDs,PlasmaSource,Plasma Source,10,10
paper_009:s0064:m008,paper_009:s0064,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,"bar,",Unit,Unit,4,4
paper_009:s0064:m009,paper_009:s0064,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,Species,,17,18
paper_009:s0065:m001,paper_009:s0065,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,time reference point,Experiment,Scientific Experiment,14,16
paper_009:s0065:m002,paper_009:s0065,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,time reference point,Modelling,Scientific Study,14,16
paper_009:s0065:m003,paper_009:s0065,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,breakdown,PhysicalEffect,Physical Effect,3,3
paper_009:s0065:m004,paper_009:s0065,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,time,PhysicalQuantity,Quantity,14,14
paper_009:s0065:m005,paper_009:s0065,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,delay.,PhysicalQuantity,Quantity,19,19
paper_009:s0065:m006,paper_009:s0065,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,delay.,PlasmaApplication,Application Field,19,19
paper_009:s0065:m007,paper_009:s0065,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,0.1 vol% O 2,PlasmaMedium,Medium,5,9
paper_009:s0065:m008,paper_009:s0065,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,vol%,Unit,Unit,6,7
paper_009:s0065:m009,paper_009:s0065,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,Species,,8,9
paper_009:s0066:m001,paper_009:s0066,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,emission,PhysicalEffect,Physical Effect,9,9
paper_009:s0066:m002,paper_009:s0066,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,discharge current,PhysicalQuantity,Quantity,5,6
paper_009:s0066:m003,paper_009:s0066,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,emission profiles,PhysicalQuantity,Quantity,9,10
paper_009:s0066:m004,paper_009:s0066,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,emission,PlasmaApplication,Application Field,9,9
paper_009:s0066:m005,paper_009:s0066,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,0.1 vol% O 2,PlasmaMedium,Medium,18,22
paper_009:s0066:m006,paper_009:s0066,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,emission profiles,PlasmaProperties,Property,9,10
paper_009:s0066:m007,paper_009:s0066,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,discharge current,PlasmaSource,Plasma Source,5,6
paper_009:s0066:m008,paper_009:s0066,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,vol%,Unit,Unit,19,20
paper_009:s0066:m009,paper_009:s0066,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,Species,,21,22
paper_009:s0067:m001,paper_009:s0067,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,ElectrodeMaterial,,7,8
paper_009:s0067:m002,paper_009:s0067,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,ElectrodeMaterial,,18,19
paper_009:s0067:m003,paper_009:s0067,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,discharge jitter,PhysicalEffect,Physical Effect,13,14
paper_009:s0067:m004,paper_009:s0067,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,"O 2 concentrations,",PhysicalQuantity,Quantity,18,20
paper_009:s0067:m005,paper_009:s0067,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,10 vol% O 2,PlasmaMedium,Medium,4,8
paper_009:s0067:m006,paper_009:s0067,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,vol%,Unit,Unit,5,6
paper_009:s0067:m007,paper_009:s0067,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,Species,,7,8
paper_009:s0067:m008,paper_009:s0067,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,Species,,18,19
paper_009:s0068:m001,paper_009:s0068,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,ElectrodeMaterial,,13,14
paper_009:s0068:m002,paper_009:s0068,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,ignition delays,PhysicalEffect,Physical Effect,9,10
paper_009:s0068:m003,paper_009:s0068,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,ignition delays,PhysicalQuantity,Quantity,9,10
paper_009:s0068:m004,paper_009:s0068,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2 concentrations,PhysicalQuantity,Quantity,13,15
paper_009:s0068:m005,paper_009:s0068,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,concentrations,PlasmaApplication,Application Field,15,15
paper_009:s0068:m006,paper_009:s0068,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O,PlasmaMedium,Medium,13,13
paper_009:s0068:m007,paper_009:s0068,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,"bar,",Unit,Unit,4,4
paper_009:s0068:m008,paper_009:s0068,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,bar.,Unit,Unit,25,25
paper_009:s0068:m009,paper_009:s0068,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,Species,,13,14
paper_009:s0069:m001,paper_009:s0069,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,ElectrodeMaterial,,12,13
paper_009:s0069:m002,paper_009:s0069,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,clearly visible,Experiment,Scientific Experiment,16,17
paper_009:s0069:m003,paper_009:s0069,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,ignition delay,PhysicalEffect,Physical Effect,5,6
paper_009:s0069:m004,paper_009:s0069,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,ignition delay,PhysicalQuantity,Quantity,5,6
paper_009:s0069:m005,paper_009:s0069,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,0.1 vol% O 2,PlasmaMedium,Medium,9,13
paper_009:s0069:m006,paper_009:s0069,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,vol,Unit,Unit,10,10
paper_009:s0069:m007,paper_009:s0069,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,bar.,Unit,Unit,22,22
paper_009:s0069:m008,paper_009:s0069,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,Species,,12,13
paper_009:s0070:m001,paper_009:s0070,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,2,ElectrodeMaterial,,9,9
paper_009:s0070:m002,paper_009:s0070,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,reversal of some effects,Modelling,Scientific Study,1,4
paper_009:s0070:m003,paper_009:s0070,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,reversal of some effects,PhysicalEffect,Physical Effect,1,4
paper_009:s0070:m004,paper_009:s0070,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2 concentration,PhysicalQuantity,Quantity,8,10
paper_009:s0070:m005,paper_009:s0070,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O,PlasmaMedium,Medium,8,8
paper_009:s0070:m006,paper_009:s0070,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,bar,Unit,Unit,18,18
paper_009:s0070:m007,paper_009:s0070,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,bar.,Unit,Unit,24,24
paper_009:s0070:m008,paper_009:s0070,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,O 2,Species,,8,9
paper_009:s0071:m001,paper_009:s0071,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,streak camera,DiagnosticDevice,Diagnostic Device,21,22
paper_009:s0071:m002,paper_009:s0071,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,streak camera images,Experiment,Scientific Experiment,21,23
paper_009:s0071:m003,paper_009:s0071,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,emission,PhysicalEffect,Physical Effect,12,12
paper_009:s0071:m004,paper_009:s0071,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,DBD emission,PhysicalQuantity,Quantity,11,12
paper_009:s0071:m005,paper_009:s0071,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,streak camera images,PlasmaApplication,Application Field,21,23
paper_009:s0071:m006,paper_009:s0071,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,DBD,PlasmaProperties,Property,11,11
paper_009:s0071:m007,paper_009:s0071,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,DBD,PlasmaSource,Plasma Source,11,11
paper_009:s0071:m008,paper_009:s0071,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,bar,Unit,Unit,17,17
paper_009:s0072:m001,paper_009:s0072,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,"DBD emission,",DischargeRegime,,17,18
paper_009:s0072:m002,paper_009:s0072,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,spatially integrated over,Experiment,Scientific Experiment,2,4
paper_009:s0072:m003,paper_009:s0072,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,of,Experiment,Scientific Experiment,12,12
